Wavelength,10:00am,No cosine
986,0.0509,0.0426
987,0.0485,0.0423
987,0.0532,0.0390
987,0.0498,0.0381
987,0.0533,0.0433
988,0.0544,0.0430
988,0.0511,0.0421
988,0.0510,0.0422
988,0.0532,0.0416
988,0.0517,0.0423
989,0.0546,0.0396
989,0.0500,0.0410
989,0.0526,0.0397
989,0.0527,0.0384
990,0.0505,0.0431
990,0.0529,0.0424
990,0.0529,0.0404
990,0.0519,0.0412
991,0.0560,0.0411
991,0.0522,0.0396
991,0.0570,0.0427
991,0.0504,0.0412
992,0.0527,0.0397
992,0.0492,0.0394
992,0.0526,0.0384
992,0.0515,0.0402
993,0.0534,0.0420
993,0.0543,0.0410
993,0.0544,0.0383
993,0.0477,0.0426
994,0.0551,0.0417
994,0.0511,0.0403
994,0.0523,0.0421
994,0.0497,0.0433
995,0.0491,0.0411
995,0.0484,0.0406
995,0.0516,0.0420
995,0.0539,0.0376
996,0.0518,0.0412
996,0.0496,0.0356
996,0.0507,0.0362
996,0.0509,0.0380
997,0.0544,0.0382
997,0.0527,0.0378
997,0.0477,0.0368
997,0.0471,0.0406
998,0.0554,0.0378
998,0.0465,0.0411
998,0.0534,0.0400
998,0.0502,0.0399
998,0.0478,0.0396
999,0.0499,0.0396
999,0.0506,0.0406
999,0.0534,0.0405
999,0.0504,0.0385
1000,0.0482,0.0393
1000,0.0478,0.0383
1000,0.0470,0.0366
1000,0.0471,0.0369
1001,0.0472,0.0368
1001,0.0485,0.0385
1001,0.0483,0.0376
1001,0.0457,0.0372
1002,0.0474,0.0377
1002,0.0473,0.0369
1002,0.0451,0.0356
1002,0.0461,0.0375
1003,0.0478,0.0406
1003,0.0464,0.0372
1003,0.0490,0.0376
1003,0.0435,0.0366
1004,0.0459,0.0380
1004,0.0442,0.0363
1004,0.0464,0.0344
1004,0.0452,0.0343
1005,0.0442,0.0333
1005,0.0428,0.0358
1005,0.0431,0.0340
1005,0.0410,0.0352
1006,0.0419,0.0354
1006,0.0430,0.0345
1006,0.0418,0.0343
1006,0.0403,0.0332
1007,0.0426,0.0374
1007,0.0430,0.0338
1007,0.0426,0.0324
1007,0.0386,0.0326
1008,0.0411,0.0344
1008,0.0435,0.0339
1008,0.0383,0.0333
1008,0.0421,0.0335
1009,0.0422,0.0312
1009,0.0387,0.0302
1009,0.0352,0.0353
1009,0.0354,0.0306
1009,0.0470,0.0331
1010,0.0376,0.0303
1010,0.0398,0.0308
1010,0.0373,0.0288
1010,0.0339,0.0307
1011,0.0347,0.0297
1011,0.0360,0.0316
1011,0.0386,0.0306
1011,0.0338,0.0316
1012,0.0391,0.0245
1012,0.0323,0.0271
1012,0.0336,0.0294
1012,0.0335,0.0274
1013,0.0342,0.0263
1013,0.0353,0.0236
1013,0.0338,0.0259
1013,0.0344,0.0278
1014,0.0357,0.0267
1014,0.0335,0.0307
1014,0.0342,0.0294
1014,0.0333,0.0259
1015,0.0338,0.0258
1015,0.0323,0.0306
1015,0.0334,0.0287
1015,0.0326,0.0254
1016,0.0332,0.0273
1016,0.0318,0.0260
1016,0.0329,0.0260
1016,0.0329,0.0300
1017,0.0308,0.0263
1017,0.0294,0.0268
1017,0.0340,0.0223
1017,0.0302,0.0266
1018,0.0316,0.0268
1018,0.0324,0.0255
1018,0.0324,0.0219
1018,0.0318,0.0251
1019,0.0330,0.0246
1019,0.0296,0.0270
1019,0.0300,0.0233
1019,0.0331,0.0265
1020,0.0349,0.0205
1020,0.0320,0.0245
1020,0.0334,0.0251
1020,0.0314,0.0253
1020,0.0311,0.0275
1021,0.0329,0.0254
1021,0.0302,0.0240
1021,0.0313,0.0218
1021,0.0310,0.0244
1022,0.0307,0.0235
1022,0.0282,0.0239
1022,0.0329,0.0273
1022,0.0309,0.0230
1023,0.0306,0.0273
1023,0.0315,0.0246
1023,0.0275,0.0245
1023,0.0303,0.0242
1024,0.0277,0.0244
1024,0.0280,0.0233
1024,0.0170,0.0133
1024,-0.0015,-0.0010
1025,-0.0027,-0.0001
1025,-0.0021,0.0005
1025,-0.0021,-0.0003
1025,-0.0044,0.0002
1026,-0.0019,0.0039
